metric,projector,precision/mean,recall/mean,f1/mean,precision/std,recall/std,f1/std
test_ORGANIZATION-HOTEL/macro_types,figer_L2AWE_adapter_bert_ms,0.20353410144646963,0.8666666547457377,0.3251068939765294,0.07822485902173992,0.05773500627130796,0.10259247134055673
test_WORK_OF_ART-BOOK/macro_types,figer_L2AWE_adapter_bert_ms,0.05285255517810583,0.1666666679084301,0.08022623571256797,0.07340617585424827,0.2377324657449847,0.11220571323303816
test_FACILITY/macro_types,figer_L2AWE_adapter_bert_ms,0.0,0.0,0.0,0.0,0.0,0.0
test_FACILITY-AIRPORT/macro_types,figer_L2AWE_adapter_bert_ms,0.0,0.0,0.0,0.0,0.0,0.0
test_ORGANIZATION-HOSPITAL/macro_types,figer_L2AWE_adapter_bert_ms,0.0424931471546491,1.0,0.08145411064227422,0.007620058545011844,0.0,0.013965202536376528
test_PLANT/macro_types,figer_L2AWE_adapter_bert_ms,0.31785043080647785,0.5138888955116272,0.3673657973607381,0.0959128027143994,0.2405626236332633,0.049553472882994054
test_EVENT-WAR/macro_types,figer_L2AWE_adapter_bert_ms,0.5142390330632528,0.8181818326314291,0.5401954253514608,0.43472243693697155,0.15745915181071332,0.28395392508529993
test_ANIMAL/macro_types,figer_L2AWE_adapter_bert_ms,0.8043379982312521,0.75,0.7707757751146952,0.15901361535069214,0.03260868787765503,0.08291505045900165
test_PRODUCT-VEHICLE/macro_types,figer_L2AWE_adapter_bert_ms,0.4821924964586894,0.5691823860009512,0.5091310938199362,0.14666396520592156,0.1051932425698245,0.08173900079344003
test_SUBSTANCE-CHEMICAL/macro_types,figer_L2AWE_adapter_bert_ms,0.5176691710948944,0.3020833283662796,0.3447982569535573,0.3362294168229987,0.05807233111267365,0.03433705994149613
test_GPE-CITY/macro_types,figer_L2AWE_adapter_bert_ms,0.9428790410359701,0.5504404703776041,0.6819772919019064,0.015867055087613043,0.18564544914120495,0.15003602327629825
test_WORK_OF_ART-SONG/macro_types,figer_classifier_adapter_bert_ms,0.2921568651994069,0.1666666716337204,0.20108225444952646,0.18038149794477767,0.0,0.04268132351670688
test_LOCATION-CONTINENT/macro_types,figer_classifier_adapter_bert_ms,0.6284090876579285,0.984375,0.7663793365160624,0.04822187470553932,0.0,0.03658210353905384
test/micro,figer_classifier_adapter_bert_ms,0.74350639184316,0.6411077578862509,0.6882646282513937,0.018390229608491352,0.04361244105164714,0.03209537369020134
test_SUBSTANCE-DRUG/macro_types,figer_classifier_adapter_bert_ms,0.82210240761439,0.8045976956685384,0.7792889475822449,0.2488448880492043,0.1601995626023678,0.08381384274025294
test_EVENT-HURRICANE/macro_types,figer_classifier_adapter_bert_ms,0.8666666746139526,0.75,0.7936508059501648,0.2309400939107472,0.0,0.10997147329083201
test_LOCATION-LAKE_SEA_OCEAN/macro_types,figer_classifier_adapter_bert_ms,0.5555555621782938,0.1818181872367859,0.2730158865451813,0.09622505633585686,0.0,0.0109971473290832
test_ORGANIZATION-EDUCATIONAL/macro_types,figer_classifier_adapter_bert_ms,0.24934789538383484,0.7575757702191671,0.3737761775652568,0.0805354834912887,0.13767049738547377,0.10564996726710087
test_SUBSTANCE/macro_types,figer_classifier_adapter_bert_ms,0.8173673550287882,0.8948995471000671,0.8543661038080851,0.007501254848109541,0.01628387237986811,0.011496841258154563
test_ORGANIZATION/macro_types,figer_classifier_adapter_bert_ms,0.8607258796691895,0.8083168466885885,0.8334360917409261,0.030528710661913226,0.012604121749829838,0.013552017604321544
test_DISEASE/macro_types,figer_classifier_adapter_bert_ms,0.9441666801770529,0.6814815004666647,0.7846702535947164,0.0280995314041476,0.1782401288651852,0.13033753382520735
test_ORGANIZATION-GOVERNMENT/macro_types,figer_classifier_adapter_bert_ms,0.8093352715174357,0.440034141143163,0.5694180130958557,0.05239394778607244,0.022410222579254714,0.021604494352569576
test_GPE/macro_types,figer_classifier_adapter_bert_ms,0.9825353821118673,0.6306225756804148,0.7610538999239603,0.0075058344233884956,0.14589951522037545,0.11375826218072783
test_PRODUCT-WEAPON/macro_types,figer_classifier_adapter_bert_ms,0.038225759441653885,0.6666666766007742,0.07208675642808278,0.018353004667319553,0.3333333283662797,0.03421432221619611
test_ORGANIZATION-CORPORATION/macro_types,figer_classifier_adapter_bert_ms,0.9372245868047079,0.4307573934396108,0.5826434095700582,0.012665571372187257,0.12206668805117733,0.11529384914483967
test_GPE-COUNTRY/macro_types,figer_classifier_adapter_bert_ms,0.963647743066152,0.8455284436543783,0.8997219999631246,0.007255274261690607,0.0750639021477675,0.04588465616298669
test_GPE-STATE_PROVINCE/macro_types,figer_classifier_adapter_bert_ms,0.9020170966784159,0.870769222577413,0.8799719214439392,0.11702999101658193,0.06663510722003267,0.034131354646328514
