projector,precision/mean,recall/mean,f1/mean
bbn_L2AWE_adapter_bert_ms,0.4439293409537788,0.417912265549254,0.4305281045192335
bbn_classifier_adapter_bert_ms,0.49876590690227474,0.42359180842535665,0.45811543390321424
bbn_kenn_cross_adapter_bert_ms,0.5034098739575857,0.4553853078848786,0.4781948528442428
bbn_kenn_cross_vertical_bottom_up_adapter_bert_ms,0.480423908793565,0.43458747570261813,0.4563576307954695
bbn_kenn_cross_vertical_hybrid_adapter_bert_ms,0.4958487816832282,0.4467517294441209,0.47002160118670705
bbn_kenn_cross_vertical_top_down_adapter_bert_ms,0.4842987455653422,0.4600848952552887,0.4718814007241336
bbn_kenn_vertical_bottom_up_adapter_bert_ms,0.4512317930207108,0.4010720832480325,0.42467594080845666
bbn_kenn_vertical_hybrid_adapter_bert_ms,0.46239904366960427,0.4303602668823618,0.44580476168154487
bbn_kenn_vertical_top_down_adapter_bert_ms,0.47686655593640875,0.4464656714763906,0.46116563633297314
classifier_adapter_bert_ms,0.5430355453581521,0.5063493935899301,0.5240512015838663
ontonotes_shimaoka_L2AWE_adapter_bert_ms,0.45805635762335073,0.4455170039689601,0.4516996732565613
ontonotes_shimaoka_classifier_adapter_bert_ms,0.465303063543156,0.44034045573436853,0.4524777325600324
ontonotes_shimaoka_kenn_cross_adapter_bert_ms,0.49115631631528484,0.46831827083922395,0.4794654904841087
ontonotes_shimaoka_kenn_cross_vertical_bottom_up_adapter_bert_ms,0.5276811532299929,0.45677498844687386,0.4896745369675964
ontonotes_shimaoka_kenn_cross_vertical_hybrid_adapter_bert_ms,0.5041252030718206,0.4717368796242006,0.4873935660662323
ontonotes_shimaoka_kenn_cross_vertical_top_down_adapter_bert_ms,0.5048345424460642,0.47557366951698005,0.4897674518031276
ontonotes_shimaoka_kenn_vertical_bottom_up_adapter_bert_ms,0.45794060156501903,0.4422899184165278,0.4499792149014448
ontonotes_shimaoka_kenn_vertical_hybrid_adapter_bert_ms,0.4706723142904465,0.46920116573120607,0.4699355886441108
ontonotes_shimaoka_kenn_vertical_top_down_adapter_bert_ms,0.49640878485609785,0.46129692786119203,0.4782092126561694
