type,projector,precision/mean,recall/mean,f1/mean,precision/std,recall/std,f1/std
/organization/sports_league,bbn_L2AWE_adapter_bert_ms,1.0,0.4583333333333333,0.5777777830759684,0.0,0.3608439182435161,0.3079201424207085
/people/ethnicity,bbn_L2AWE_adapter_bert_ms,0.4848484893639882,0.8666666746139526,0.6185897588729858,0.026243186232992603,0.1154700469553736,0.005551431660378053
/living_thing/animal,bbn_L2AWE_adapter_bert_ms,0.0,0.0,0.0,0.0,0.0,0.0
/government_agency,bbn_L2AWE_adapter_bert_ms,0.4722222288449605,0.2916666666666667,0.3571428457895915,0.4110735765586808,0.2602082499332666,0.3113499128178399
/event,bbn_L2AWE_adapter_bert_ms,0.0,0.0,0.0,0.0,0.0,0.0
/product,bbn_L2AWE_adapter_bert_ms,0.17777778208255768,0.6666666666666666,0.2795055905977885,0.019245007825895603,0.14433756729740646,0.03341441891910592
/transportation,bbn_L2AWE_adapter_bert_ms,0.6500000158945719,0.75,0.694444457689921,0.08660252661334078,0.0,0.04811251096154957
/building,bbn_L2AWE_adapter_bert_ms,0.33894283572832745,1.0,0.503920833269755,0.06603619958050341,0.0,0.07188495486340485
/living_thing,bbn_L2AWE_adapter_bert_ms,0.0,0.0,0.0,0.0,0.0,0.0
/person/athlete,bbn_L2AWE_adapter_bert_ms,0.16666666666666666,0.09090909361839294,0.11764706174532573,0.2886751345948129,0.15745916901709217,0.20377068830409698
/person/soldier,bbn_L2AWE_adapter_bert_ms,0.0,0.0,0.0,0.0,0.0,0.0
/people,bbn_L2AWE_adapter_bert_ms,0.5601851940155029,1.0,0.7167277336120605,0.06262846781007492,0.0,0.05132563688454761
/written_work,bbn_L2AWE_adapter_bert_ms,0.0,0.0,0.0,0.0,0.0,0.0
/art,bbn_L2AWE_adapter_bert_ms,0.0,0.0,0.0,0.0,0.0,0.0
/location/country,bbn_L2AWE_adapter_bert_ms,0.6666666666666666,0.11111111442248027,0.19047619899113974,0.5773502691896258,0.09622504773266743,0.16495722714262687
/building/sports_facility,bbn_L2AWE_adapter_bert_ms,0.9166666666666666,0.5333333512147268,0.6626984278361002,0.14433756729740643,0.11547006416175246,0.0893518147691793
/location,bbn_L2AWE_adapter_bert_ms,0.6729858120282491,0.4575163424015045,0.5443956355253855,0.04927730575624409,0.04420832827500654,0.04467799634825004
/medicine,bbn_L2AWE_adapter_bert_ms,0.75,1.0,0.8571428656578064,0.0,0.0,0.0
/organization/sports_team,bbn_L2AWE_adapter_bert_ms,0.9791666666666666,0.35483869910240173,0.5101761321226755,0.036084391824351615,0.12903225421905518,0.13545395620854767
/organization/educational_institution,bbn_L2AWE_adapter_bert_ms,0.0,0.0,0.0,0.0,0.0,0.0
/location/province,bbn_L2AWE_adapter_bert_ms,0.5833333333333334,0.23809524377187094,0.3299663265546163,0.5204164998665332,0.2182178934876924,0.2901880231155936
/location/city,bbn_L2AWE_adapter_bert_ms,0.6666666666666666,0.03418803525467714,0.06428571045398712,0.5773502691896258,0.039167315158941084,0.07249207828693674
/military,bbn_L2AWE_adapter_bert_ms,0.8333333333333334,1.0,0.9047619104385376,0.14433756729740643,0.0,0.08247860496812401
/time,bbn_L2AWE_adapter_bert_ms,0.9855072498321533,0.7692307829856873,0.8619020581245422,0.025102179632112823,0.07692307233810425,0.04043698147031965
/organization,bbn_L2AWE_adapter_bert_ms,0.8952570557594299,0.42276423176129657,0.5740102728207906,0.03254700322695238,0.04059956848474493,0.04432661217836904
/person/artist,bbn_L2AWE_adapter_bert_ms,0.0,0.0,0.0,0.0,0.0,0.0
/transportation/road,bbn_L2AWE_adapter_bert_ms,0.6055555641651154,0.5833333333333334,0.5886243383089701,0.18282758521319514,0.14433756729740646,0.15350184364091932
/organization/company,bbn_L2AWE_adapter_bert_ms,0.11111111442248027,0.011904762436946234,0.02150537818670273,0.19245009546533487,0.02061965339282836,0.03724840765535258
/person,bbn_L2AWE_adapter_bert_ms,0.9360103209813436,0.8005464275677999,0.862987200419108,0.019890245888632967,0.022572017802417556,0.02155615393716828
/news_agency,bbn_L2AWE_adapter_bert_ms,0.5656565725803375,1.0,0.6777777870496114,0.3764574718770563,0.0,0.27954989560068494
/education,bbn_L2AWE_adapter_bert_ms,0.35729848345120746,0.9333333373069763,0.5086580018202463,0.07797616166238154,0.1154700469553736,0.0589205712593778
/education/department,bbn_L2AWE_adapter_bert_ms,0.2738095323244731,0.4166666666666667,0.32575758298238117,0.28645738030619,0.5204164998665332,0.36950753899586813
/person/politician,bbn_L2AWE_adapter_bert_ms,0.0,0.0,0.0,0.0,0.0,0.0
/organization/sports_league,bbn_classifier_adapter_bert_ms,1.0,0.625,0.7230769296487173,0.0,0.375,0.3026510066813732
/people/ethnicity,bbn_classifier_adapter_bert_ms,0.5037037233511606,0.8000000019868215,0.6095238327980042,0.08981005372722498,0.3464101580724997,0.18145293092987283
/living_thing/animal,bbn_classifier_adapter_bert_ms,0.0,0.0,0.0,0.0,0.0,0.0
/government_agency,bbn_classifier_adapter_bert_ms,0.4444444576899211,0.16666666666666666,0.24242424964904785,0.38490019093066974,0.14433756729740646,0.20994555868945622
/event,bbn_classifier_adapter_bert_ms,0.0,0.0,0.0,0.0,0.0,0.0
/product,bbn_classifier_adapter_bert_ms,0.2435897489388784,0.75,0.3624023000399272,0.08406972761301269,0.0,0.09476047388374452
/transportation,bbn_classifier_adapter_bert_ms,0.5000000099341074,0.5833333333333334,0.5370370546976725,0.10000000894069709,0.14433756729740646,0.11564810896047928
/building,bbn_classifier_adapter_bert_ms,0.2976723561684291,0.9607843160629272,0.4486935834089915,0.1120189191517869,0.06792355703257272,0.13145778200176608
/living_thing,bbn_classifier_adapter_bert_ms,0.0,0.0,0.0,0.0,0.0,0.0
