projector,precision/std,recall/std,f1/std
classifier_adapter_bert_ms,0.0,0.0,0.0
figer_L2AWE_adapter_bert_ms,0.1442577178239296,0.12052239507089939,0.11836191592911323
figer_classifier_adapter_bert_ms,0.10930188135184321,0.07482721547604615,0.08594594545637592
figer_kenn_cross_adapter_bert_ms,0.09045298504124673,0.06607151560152202,0.06973088237872944
figer_kenn_cross_vertical_bottom_up_adapter_bert_ms,0.09605977491170264,0.0737505584294295,0.07862342676929512
figer_kenn_cross_vertical_hybrid_adapter_bert_ms,0.10736719261694105,0.07573142346128577,0.08116840846911999
figer_kenn_cross_vertical_top_down_adapter_bert_ms,0.09309075712960321,0.0761741641181218,0.08166893015599577
figer_kenn_vertical_bottom_up_adapter_bert_ms,0.11394724700323633,0.07868044666790283,0.08909041108404625
figer_kenn_vertical_hybrid_adapter_bert_ms,0.11580896943236199,0.0864909749870908,0.09996274843577552
figer_kenn_vertical_top_down_adapter_bert_ms,0.08600817123298926,0.08257039812167133,0.0780995518081076
ontonotes_shimaoka_L2AWE_adapter_bert_ms,0.10208876926925269,0.08409533386693213,0.09190554874034854
ontonotes_shimaoka_classifier_adapter_bert_ms,0.10582418767715777,0.07561613612873333,0.09674265467254384
ontonotes_shimaoka_kenn_cross_adapter_bert_ms,0.09820385034033542,0.06771264542791611,0.0853603809677361
ontonotes_shimaoka_kenn_cross_vertical_bottom_up_adapter_bert_ms,0.1022967414394867,0.07031585360153132,0.08955755576952058
ontonotes_shimaoka_kenn_cross_vertical_hybrid_adapter_bert_ms,0.09394009402075632,0.07273518121498652,0.08882831419140265
ontonotes_shimaoka_kenn_cross_vertical_top_down_adapter_bert_ms,0.08229527846238362,0.08005406429514432,0.08272068382045021
ontonotes_shimaoka_kenn_vertical_bottom_up_adapter_bert_ms,0.10770948807349467,0.0737094187346058,0.09476631527257397
ontonotes_shimaoka_kenn_vertical_hybrid_adapter_bert_ms,0.09592564718358076,0.07807617432940438,0.09277733748765456
ontonotes_shimaoka_kenn_vertical_top_down_adapter_bert_ms,0.09248380915997055,0.08373797073344293,0.08982908601794973
