name,instance,run_id,test_PRODUCT-WEAPON/macro_types/f1,test_WORK_OF_ART-BOOK/macro_types/f1,test_WORK_OF_ART-SONG/macro_types/f1,test_LOCATION-REGION/macro_types/recall,test_PERSON/macro_types/recall,test_GPE-COUNTRY/macro_types/recall,test_FACILITY-BUILDING/macro_types/f1,test_ORGANIZATION-POLITICAL/macro_types/f1,test_EVENT/macro_types/precision,test_FACILITY-BRIDGE/macro_types/precision,test_FACILITY-HIGHWAY_STREET/macro_types/f1,test_WORK_OF_ART-BOOK/macro_types/precision,test/micro/f1,test_PLANT/macro_types/precision,test_ORGANIZATION-MUSEUM/macro_types/f1,test_SUBSTANCE-CHEMICAL/macro_types/recall,test_ORGANIZATION-POLITICAL/macro_types/recall,test_GAME/macro_types/f1,test_EVENT/macro_types/f1,test_GPE-COUNTRY/macro_types/f1,test_WORK_OF_ART-SONG/macro_types/recall,test_ORGANIZATION-GOVERNMENT/macro_types/recall,test_LAW/macro_types/recall,test_ANIMAL/macro_types/precision,test_CONTACT_INFO-url/macro_types/recall,test_ORGANIZATION-HOTEL/macro_types/precision,test_CONTACT_INFO/macro_types/f1,test_FACILITY-ATTRACTION/macro_types/f1,test_LOCATION-LAKE_SEA_OCEAN/macro_types/f1,test_ORGANIZATION-POLITICAL/macro_types/precision,test_LANGUAGE/macro_types/precision,test_SUBSTANCE-FOOD/macro_types/precision,test_GPE/macro_types/precision,test_LOCATION-LAKE_SEA_OCEAN/macro_types/recall,test_ORGANIZATION-GOVERNMENT/macro_types/precision,test_SUBSTANCE/macro_types/precision,test_FACILITY-ATTRACTION/macro_types/precision,test_ORGANIZATION-RELIGIOUS/macro_types/precision,test_ORGANIZATION-GOVERNMENT/macro_types/f1,test_LOCATION-CONTINENT/macro_types/precision,test/macro_example/f1,test_PRODUCT-VEHICLE/macro_types/f1,test_ORGANIZATION-HOTEL/macro_types/recall,test_ORGANIZATION-RELIGIOUS/macro_types/recall,test/macro_types/precision,test_GAME/macro_types/recall,test_GAME/macro_types/precision,test_GPE-COUNTRY/macro_types/precision,test_FACILITY-HIGHWAY_STREET/macro_types/recall,test_DISEASE/macro_types/precision,test_DISEASE/macro_types/recall,test_LOCATION/macro_types/precision,test_FACILITY-AIRPORT/macro_types/recall,test_LOCATION-LAKE_SEA_OCEAN/macro_types/precision,test_LAW/macro_types/precision,test_WORK_OF_ART/macro_types/recall,test_FACILITY-ATTRACTION/macro_types/recall,test_WORK_OF_ART-PLAY/macro_types/precision,test_PRODUCT/macro_types/precision,test_FACILITY/macro_types/precision,test_LOCATION-REGION/macro_types/f1,test_PRODUCT/macro_types/recall,test_EVENT-HURRICANE/macro_types/recall,epoch,test/macro_example/precision,test_LOCATION-RIVER/macro_types/precision,test_LOCATION-REGION/macro_types/precision,test_ORGANIZATION-CORPORATION/macro_types/precision,test_LOCATION/macro_types/f1,test_PLANT/macro_types/recall,test_SUBSTANCE-FOOD/macro_types/recall,test_ANIMAL/macro_types/recall,test_GPE-CITY/macro_types/recall,test_ORGANIZATION/macro_types/precision,test_WORK_OF_ART-BOOK/macro_types/recall,test_WORK_OF_ART-PLAY/macro_types/recall,test_GPE/macro_types/f1,test/macro_example/recall,test_GPE/macro_types/recall,test_GPE-STATE_PROVINCE/macro_types/recall,test_LOCATION-CONTINENT/macro_types/recall,test_SUBSTANCE/macro_types/recall,test_GPE-STATE_PROVINCE/macro_types/f1,test_ORGANIZATION-HOSPITAL/macro_types/precision,test_PRODUCT/macro_types/f1,test_WORK_OF_ART/macro_types/f1,test_GPE-STATE_PROVINCE/macro_types/precision,test_ORGANIZATION-HOSPITAL/macro_types/recall,test_ORGANIZATION-MUSEUM/macro_types/precision,test_ORGANIZATION/macro_types/f1,test_CONTACT_INFO-url/macro_types/f1,test_ORGANIZATION-EDUCATIONAL/macro_types/recall,test_FACILITY-BRIDGE/macro_types/f1,test_FACILITY-BUILDING/macro_types/precision,test_GPE-CITY/macro_types/f1,test_LOCATION/macro_types/recall,test_PRODUCT-WEAPON/macro_types/precision,test_PRODUCT-VEHICLE/macro_types/precision,threshold,test_PLANT/macro_types/f1,test_WORK_OF_ART-PLAY/macro_types/f1,test_LOCATION-CONTINENT/macro_types/f1,test_ORGANIZATION-HOTEL/macro_types/f1,test_CONTACT_INFO/macro_types/precision,test_FACILITY-BUILDING/macro_types/recall,test_PERSON/macro_types/f1,test_GPE-CITY/macro_types/precision,test_CONTACT_INFO/macro_types/recall,test_ORGANIZATION-EDUCATIONAL/macro_types/f1,test_ORGANIZATION-EDUCATIONAL/macro_types/precision,test_EVENT-HURRICANE/macro_types/f1,test_ORGANIZATION/macro_types/recall,test_EVENT-WAR/macro_types/recall,test_PRODUCT-VEHICLE/macro_types/recall,test_EVENT-HURRICANE/macro_types/precision,test_FACILITY-AIRPORT/macro_types/precision,test_ORGANIZATION-MUSEUM/macro_types/recall,test_EVENT/macro_types/recall,test_SUBSTANCE/macro_types/f1,test_SUBSTANCE-DRUG/macro_types/f1,test_WORK_OF_ART-SONG/macro_types/precision,test/micro/recall,test_LANGUAGE/macro_types/recall,test_PERSON/macro_types/precision,test_SUBSTANCE-DRUG/macro_types/recall,test_WORK_OF_ART/macro_types/precision,test/micro/precision,test_FACILITY/macro_types/f1,test_EVENT-WAR/macro_types/f1,test_ORGANIZATION-HOSPITAL/macro_types/f1,test_ORGANIZATION-RELIGIOUS/macro_types/f1,test_CONTACT_INFO-url/macro_types/precision,test/macro_types/recall,test_LOCATION-RIVER/macro_types/recall,test_FACILITY-BRIDGE/macro_types/recall,test_PRODUCT-WEAPON/macro_types/recall,test_SUBSTANCE-CHEMICAL/macro_types/f1,test_SUBSTANCE-DRUG/macro_types/precision,test_SUBSTANCE-CHEMICAL/macro_types/precision,test/macro_types/f1,test_FACILITY/macro_types/recall,test_LOCATION-RIVER/macro_types/f1,test_SUBSTANCE-FOOD/macro_types/f1,test_EVENT-WAR/macro_types/precision,test_FACILITY-HIGHWAY_STREET/macro_types/precision,test_LAW/macro_types/f1,test_DISEASE/macro_types/f1,test_LANGUAGE/macro_types/f1,test_ORGANIZATION-CORPORATION/macro_types/f1,test_ORGANIZATION-CORPORATION/macro_types/recall,test_ANIMAL/macro_types/f1,test_FACILITY-AIRPORT/macro_types/f1
classifier_adapter_bert_ms,0,41hdhq7o,0.0,0.0,0.0,0.0,0.0527050606906414,0.01578192226588726,0,0.5350318551063538,0.3684210479259491,0,0,0.0,0.3655519485473633,0.0,0,0.0,0.5753424763679504,0.0,0.23728813230991364,0.03102961927652359,0.0,0.03329065442085266,0.5890411138534546,0.6600000262260437,0,0.1666666716337204,0,0,0.0,0.5,0.3030303120613098,0.8793103694915771,0.8556291460990906,0.0,0.7222222089767456,0.5439560413360596,0,0.0,0.06364750117063522,0.5882353186607361,0.3463060259819031,0.1139240562915802,0.4000000059604645,0.0,0.2819982171058655,0.0,0.0,0.9166666865348816,0,0.8387096524238586,0.5777778029441833,0.10926619917154312,0,0.0,0.2239583283662796,0.27979275584220886,0,0.0,0.17582418024539948,0,0.0,0.49740931391716,1.0,19,0.4606715738773346,0.0,0.0,0.79347825050354,0.19327332079410553,0.0,0.30000001192092896,0.3586956560611725,0.047740835696458817,0.6035701036453247,0.0,0.0,0.6894343495368958,0.2774313688278198,0.5773011445999146,0.3384615480899811,0.625,0.6120556592941284,0.4104477763175965,0.20000000298023224,0.25981053709983826,0.1619190275669098,0.521327018737793,1,0,0.593364417552948,0,0.0,0,0,0.09003215283155441,0.8360655903816223,0.0,0.17307692766189575,0.5,0.0,0.0,0.6060606241226196,0.2352941334247589,0,0,0.09670189023017885,0.7887324094772339,0,0.0,0.0,1.0,0.5834981203079224,0.0,0.08490566164255142,1.0,0,0,0.17499999701976776,0.5759999752044678,0.5945945382118225,0.0,0.2997185289859772,0.7692307829856873,0.5852712988853455,0.568965494632721,0.1139240488409996,0.46844661235809326,0,0.0,0.3333333134651184,0.0,0,0.23294851183891296,0.0,0,0.0,0.0,0.6226415038108826,0.0,0.2551373243331909,0,0.0,0.4473684430122375,0.0,0,0.324528306722641,0.6842105388641357,0.43478262424468994,0.09499023854732512,0.05051903054118157,0.4647887349128723,0
classifier_adapter_bert_ms,0,jwgfg5wy,0.0,0.0,0.0,0.0,0.03176265209913254,0.12482065707445145,0,0.5076923370361328,0.09375,0,0,0.0,0.33445975184440613,0.0,0,0.0,0.45205479860305786,0.029411762952804565,0.11538461595773696,0.2044653296470642,0.0,0.2266325205564499,0.1780821979045868,0.3125,0,0.1666666716337204,0,0,0.0,0.5789473652839661,0.0,0.6702127456665039,0.4918949007987976,0.0,0.621052622795105,0.5625920295715332,0,0.3333333432674408,0.3320825397968292,0.23369565606117249,0.31209611892700195,0.2673267126083374,0.8999999761581421,0.5,0.21697689592838287,0.016393441706895828,0.1428571492433548,0.5649350881576538,0,0.800000011920929,0.17777778208255768,0.09185441583395004,0,0.0,0.11403508484363556,0.3886010348796845,0,0.0,0.1666666716337204,0,0.0,0.393782377243042,0.75,23,0.4175439476966858,0.014705882407724856,0.0,0.9615384340286256,0.161012664437294,0.0,0.3705882430076599,0.16304348409175873,0.004262574482709169,0.6993250250816345,0.0,0.0,0.4370499551296234,0.2491699755191803,0.39320823550224304,0.01230769231915474,0.671875,0.5904173254966736,0.02318840473890305,0.1818181872367859,0.2342064678668976,0.17543858289718628,0.20000000298023224,1,0,0.6542288661003113,0,0.0,0,0,0.008453085087239742,0.6516393423080444,0.0,0.28125,0.5,0.0,0.0,0.3467741906642914,0.2812500298023224,0,0,0.06136210262775421,0.5,0,0.0,0.0,0.5217391848564148,0.614596426486969,0.0,0.25471699237823486,0.4000000059604645,0,0,0.15000000596046448,0.5761688947677612,0.0,0.0,0.276181697845459,0.0,0.9009901285171508,0.0,0.11329305171966551,0.42391061782836914,0,0.0,0.307692289352417,0.4000000059604645,0,0.1937510073184967,0.06666667014360428,0,0.0,0.0,0.0,0.0,0.20470724999904633,0,0.02409638650715351,0.4772726893424988,0.0,0,0.13903743028640747,0.2909091114997864,0.0,0.04505518823862076,0.023068049922585487,0.2142857164144516,0
classifier_adapter_bert_ms,0,6ujr5i59,0.0,0.0,0.0,0.0,0.003490401431918144,0.08751793205738068,0,0.29530200362205505,0.23232322931289673,0,0,0.0,0.36112427711486816,0.3333333432674408,0,0.0,0.30136987566947937,0.0,0.2569832503795624,0.160526305437088,0.0,0.005121638998389244,0.6164383292198181,0.3086419701576233,0,0.1538461595773697,0,0,0.0,0.28947368264198303,0.0,0.732758641242981,0.7911714911460876,0.0,0.3636363744735718,0.5639958381652832,0,0.625,0.010101010091602802,0.5849056839942932,0.3436318039894104,0.2508474886417389,0.800000011920929,0.8333333134651184,0.2488756775856018,0.0,0.0,0.9682539701461792,0,0.8529411554336548,0.644444465637207,0.20802533626556396,0,0.0,0.21844659745693207,0.5595855116844177,0,0.0,0.19370460510253903,0,0.0,0.41450777649879456,0.75,18,0.457459419965744,0.0,0.0,0.5822784900665283,0.3308144509792328,0.0833333358168602,0.5,0.54347825050354,0.0008525149314664304,0.6081838607788086,0.0,0.0,0.6981273889541626,0.2751639783382416,0.6246649026870728,0.16923077404499054,0.484375,0.8377125263214111,0.284974068403244,0.20000000298023224,0.2640264332294464,0.1894736886024475,0.9016393423080444,1,0,0.5964269638061523,0,0.0,0,0,0.0016906170640140772,0.8073770403862,0.0,0.19576719403266907,0.5,0.13333334028720856,0.0,0.5299145579338074,0.25806453824043274,0,0,0.006949270609766245,0.10000000149011612,0,0.0,0.0,0.75,0.5851159691810608,0.0,0.349056601524353,0.75,0,0,0.2874999940395355,0.6741293668746948,0.02631578966975212,0.0,0.29617586731910706,0.0,0.7692307829856873,0.017241379246115685,0.11404435336589812,0.4625587463378906,0,0.0,0.3333333134651184,0.7142857313156128,0,0.24077358841896057,0.0,0,0.0,0.0,0.0555555559694767,0.0,0.2447576075792313,0,0.0,0.5944055914878845,0.0,0,0.32258063554763794,0.7341772317886353,0.0,0.020842771977186203,0.01061130315065384,0.3937007784843445,0
ontonotes_shimaoka_classifier_adapter_bert_ms,0,qlk601ho,0.06451613456010818,0.0,0.05714285746216774,0.3684210479259491,0.1780104786157608,0.6929698586463928,0,0.7647058367729187,0.34825870394706726,0,0,0.0,0.6530837416648865,0.2236842066049576,0,0.02500000037252903,0.7123287916183472,0.0317460298538208,0.49822062253952026,0.8151898384094238,0.0555555559694767,0.610755443572998,0.8219178318977356,0.6578947305679321,0,0.24137930572032928,0,0,0.0,0.8253968358039856,0.7058823704719543,0.5857142806053162,0.9750812649726868,0.0,0.8502673506736755,0.9375,0,0.06060606241226196,0.7108792662620544,0.6631578803062439,0.6087384819984436,0.31578946113586426,0.699999988079071,0.3333333432674408,0.40790072083473206,0.016393441706895828,0.5,0.9897540807724,0,0.936170220375061,0.9777777791023254,0.34856176376342773,0,0.0,0.582524299621582,0.6373056769371033,0,0.0,0.6791045069694519,0,0.47115379571914673,0.4715026021003723,0.875,23,0.6657893657684326,0.01652892492711544,0.653333306312561,0.9765674471855164,0.4934131503105163,0.7083333134651184,0.7235293984413147,0.8152173757553101,0.8508098721504211,0.7987273931503296,0.0,0.0,0.8814887404441833,0.5606931447982788,0.8042895197868347,0.5815384387969971,0.984375,0.8578052520751953,0.7199999690055847,0.11764705926179886,0.5565749406814575,0.19601593911647797,0.9449999928474426,1,0,0.827048122882843,0,0.5636363625526428,0,0,0.8867169618606567,0.8442623019218445,0.0357142873108387,0.7777777910232544,0.5,0.3400000035762787,0.0,0.7924527525901794,0.3589743673801422,0,0,0.2985948324203491,0.9257885217666626,0,0.4661653935909271,0.39743590354919434,0.46666669845581055,0.8574510216712952,1.0,0.19811320304870603,0.3181818127632141,0,0,0.875,0.8958837985992432,0.6846846342086792,0.05882352963089943,0.60356205701828,0.9230769276618958,0.9255898594856262,0.6551724076271057,0.11581920832395554,0.711458146572113,0,0.3928571343421936,0.21052631735801697,0.10256411135196686,0,0.4583246111869812,0.13333334028720856,0,0.3333333432674408,0.029520295560359955,0.7169811129570007,0.03603603690862656,0.4316450357437134,0,0.029411764815449715,0.6473684310913086,0.24444444477558136,0,0.6818182468414307,0.9565216898918152,0.800000011920929,0.5214744806289673,0.35570934414863586,0.7281553745269775,0
ontonotes_shimaoka_classifier_adapter_bert_ms,0,jdrbnzuq,0.10000000149011612,0.0,0.0714285671710968,0.39849624037742615,0.5717277526855469,0.7460545301437378,0,0.8000000715255737,0.5619834661483765,0,0,0.0,0.7346493005752563,0.4324324429035187,0,0.22499999403953552,0.7397260069847107,0.12121210992336272,0.676616907119751,0.846905529499054,0.0555555559694767,0.6248399615287781,0.767123281955719,0.8068181872367859,0,0.1666666716337204,0,0,0.0,0.8709677457809448,0.22448979318141937,0.8627451062202454,0.9186946749687196,0.0,0.9207547307014464,0.9390048384666444,0,0.0555555559694767,0.7444698810577393,0.4032258093357086,0.7145848870277405,0.41333332657814026,0.699999988079071,0.3333333432674408,0.44529491662979126,0.06557376682758331,0.800000011920929,0.9792843461036682,0,0.8979591727256775,0.9777777791023254,0.3925233781337738,0,0.0,0.7368420958518982,0.6994818449020386,0,0.009523809887468817,0.4956896603107453,0,0.47747746109962463,0.5958549380302429,0.875,18,0.758853554725647,0.6666666865348816,0.5955055952072144,0.9769628643989564,0.5391528010368347,0.6666666865348816,0.7764706015586853,0.77173912525177,0.7553282380104065,0.8252310752868652,0.0,0.1111111119389534,0.8210578560829163,0.6751963496208191,0.7421805262565613,0.6676923036575317,0.78125,0.9041731357574464,0.7805755734443665,0.11764705926179886,0.5411764979362488,0.41347622871398926,0.939393937587738,1,0,0.8454186916351318,0,0.6545454263687134,0,0,0.7840707898139954,0.8606557250022888,0.05882352963089943,0.7045454382896423,0.5,0.5245901346206665,0.017543859779834747,0.5319149494171143,0.26923075318336487,0,0,0.7115551829338074,0.8150873780250549,0,0.46451613306999207,0.36000001430511475,0.8235294222831726,0.8666187524795532,0.9090909361839294,0.2924528419971466,0.7777777910232544,0,0,0.8500000238418579,0.9212598204612732,0.4285714328289032,0.10000000149011612,0.6845579147338867,0.8461538553237915,0.9419206380844116,0.8793103694915771,0.29347825050354004,0.792650043964386,0,0.7142857313156128,0.21052631735801697,0.095238097012043,0,0.49057459831237793,0.5333333611488342,0,0.3333333432674408,0.29032257199287415,0.28333333134651184,0.40909090638160706,0.46683937311172485,0,0.5925926566123962,0.8173374533653259,0.5882353186607361,0,0.7516778707504272,0.936170220375061,0.35483869910240173,0.6431445479393005,0.4793540835380554,0.7888889312744141,0
ontonotes_shimaoka_classifier_adapter_bert_ms,0,zyml14m7,0.095238097012043,0.0,0.08695651590824127,0.1879699230194092,0.1783595085144043,0.5638450384140015,0,0.6101694703102112,0.51408451795578,0,0,0.0,0.5923702120780945,0.4000000059604645,0,0.0,0.7397260069847107,0.0,0.6576577425003052,0.7171533107757568,0.0555555559694767,0.4596670866012573,0.835616409778595,0.795918345451355,0,0.1551724076271057,0,0,0.0,0.5192307829856873,0.4166666567325592,0.5843621492385864,0.966641366481781,0.0,0.9252577424049376,0.9420289993286132,0,0.5,0.6142001152038574,0.7948718070983887,0.5582270622253418,0.4968152940273285,0.8999999761581421,0.5,0.4084453582763672,0.0,0.0,0.9849624037742616,0,0.9534883499145508,0.9111111164093018,0.3386327624320984,0,0.0,0.5648148059844971,0.7202072739601135,0,0.0,0.3968871533870697,0,0.2923976480960846,0.5284973978996277,0.875,15,0.6435608267784119,0.07594936341047287,0.6578947305679321,0.982342004776001,0.4879724979400635,0.6666666865348816,0.8352941274642944,0.8478260636329651,0.3640238642692566,0.8677566051483154,0.0,0.0,0.7168962359428406,0.4928739070892334,0.569705069065094,0.6153846383094788,0.96875,0.9041731357574464,0.7532956600189209,0.1666666716337204,0.4533333480358124,0.2541133463382721,0.970873773097992,1,0,0.8632092475891113,0,0.6363636255264282,0,0,0.5239263772964478,0.8729507923126221,0.0555555559694767,0.7647058963775635,0.5,0.5,0.0,0.8732393980026245,0.2647058367729187,0,0,0.29874303936958313,0.9343544840812684,0,0.26217228174209595,0.16509434580802915,0.7777777910232544,0.8587093353271484,1.0,0.3679245412349701,0.699999988079071,0,0,0.912500023841858,0.9227129220962524,0.5146198868751526,0.20000000298023224,0.5218383073806763,0.3846153914928436,0.91906476020813,0.7586206793785095,0.15427303314208984,0.6849480867385864,0,0.6111111044883728,0.2857142984867096,0.5,0,0.4467281997203827,0.4000000059604645,0,0.3333333432674408,0.0,0.389380544424057,0.0,0.42672988772392273,0,0.12765957415103912,0.6876513361930847,0.4399999976158142,0,0.6740331649780273,0.931818187236786,0.4000000059604645,0.39068564772605896,0.24382929503917697,0.821052610874176,0
ontonotes_shimaoka_kenn_cross_vertical_hybrid_adapter_bert_ms,0,jf8h26qq,0.095238097012043,0.0,0.054054051637649536,0.5939849615097046,0.37835949659347534,0.7030128836631775,0,0.7368420958518982,0.376963347196579,0,0,0.0,0.6881526112556458,0.21348313987255096,0,0.21875,0.767123281955719,0.029411762952804565,0.5313653349876404,0.8214585781097412,0.0555555559694767,0.6478873491287231,0.835616409778595,0.4683544337749481,0,0.24137930572032928,0,0,0.1666666716337204,0.7088607549667358,0.31578946113586426,0.5497835278511047,0.9761336445808412,0.1818181872367859,0.8148148059844971,0.947826087474823,0,0.06666667014360428,0.7218259572982788,0.5431034564971924,0.6576226949691772,0.3496503531932831,0.699999988079071,0.3333333432674408,0.38341549038887024,0.016393441706895828,0.1428571492433548,0.9879032373428344,0,0.918367326259613,1.0,0.32913386821746826,0,0.1538461595773697,0.5495495200157166,0.6165803074836731,0,0.0,0.7039999961853027,0,0.6007604598999023,0.4559585452079773,0.875,23,0.7016491889953613,0.025641025975346565,0.607692301273346,0.962421715259552,0.4755403995513916,0.7916666865348816,0.7470588088035583,0.804347813129425,0.8465473055839539,0.8195080757141113,0.0,0.0,0.8359734416007996,0.6187950372695923,0.731009840965271,0.5692307949066162,0.984375,0.8423492908477783,0.7088122963905334,0.10000000149011612,0.553459107875824,0.26182618737220764,0.9390863180160522,1,0,0.8432536125183105,0,0.6727272868156433,0,0,0.8752754330635071,0.8565573692321777,0.0555555559694767,0.6756756901741028,0.5,0.3362831771373749,0.0,0.7000000476837158,0.3589743673801422,0,0,0.5374318361282349,0.9060218930244446,0,0.44578316807746887,0.3333333432674408,0.5600000023841858,0.8684163093566895,1.0,0.2358490526676178,0.4117647111415863,0,0,0.8999999761581421,0.8919803500175476,0.6315789222717285,0.05263157933950424,0.6460739374160767,0.9230769276618958,0.927288293838501,0.7241379022598267,0.16620111465454102,0.7360942363739014,0,0.3492063581943512,0.1818181872367859,0.111111119389534,0,0.4844418168067932,0.13333334028720856,0,0.3333333432674408,0.2364864945411682,0.5600000023841858,0.25735294818878174,0.4280484616756439,0,0.04301075637340546,0.6334164142608643,0.21153846383094788,0,0.6630434393882751,0.9574467539787292,0.4705882668495178,0.5899856090545654,0.4253748655319214,0.5920000076293945,0
ontonotes_shimaoka_kenn_cross_vertical_top_down_adapter_bert_ms,0,oeqmaqwk,0.03921568766236305,0.0,0.04878048598766327,0.7142857313156128,0.3172774910926819,0.7876614332199097,0,0.6399999856948853,0.4444444477558136,0,0,0.0,0.6782260537147522,0.20930232107639313,0,0.33125001192092896,0.767123281955719,0.02857142500579357,0.5950413346290588,0.875598132610321,0.0555555559694767,0.6901408433914185,0.835616409778595,0.5736433863639832,0,0.1794871836900711,0,0,0.13333332538604736,0.5490196347236633,0.375,0.505836546421051,0.9799092411994934,0.1818181872367859,0.8141993880271912,0.9710668921470642,0,0.04651162773370743,0.7470547556877136,0.5338982939720154,0.6404916644096375,0.4076433479785919,0.699999988079071,0.3333333432674408,0.37632787227630615,0.016393441706895828,0.1111111119389534,0.985637366771698,0,0.918367326259613,1.0,0.43035343289375305,0,0.10526315867900848,0.5545454621315002,0.6010362505912781,0,0.0,0.8315789699554443,0,0.6129032373428345,0.409326434135437,0.875,23,0.6771735548973083,0.004357298370450735,0.5367231369018555,0.9615010023117064,0.5710344910621643,0.75,0.7647058963775635,0.804347813129425,0.901960790157318,0.8721790313720703,0.0,0.0,0.7997883558273315,0.6075795888900757,0.6756032109260559,0.6153846383094788,0.984375,0.8299845457077026,0.7326008081436157,0.07692307978868484,0.5486111044883728,0.37419354915618896,0.9049773812294006,1,0,0.8596954941749573,0,0.6727272868156433,0,0,0.8932039141654968,0.8483606576919556,0.02083333395421505,0.6274510025978088,0.5,0.3272727429866791,0.0,0.6923076510429382,0.2857142984867096,0,0,0.4722077548503876,0.8846153616905212,0,0.4404761493206024,0.32743361592292786,0.17283950746059418,0.8475642800331116,1.0,0.30188679695129395,0.09589041024446487,0,0,0.8999999761581421,0.8949999809265137,0.5972222685813904,0.043478261679410934,0.641609251499176,0.9230769276618958,0.9228426218032836,0.7413793206214905,0.27166277170181274,0.7192753553390503,0,0.3333333134651184,0.1428571343421936,0.08163265138864517,0,0.49146753549575806,0.13333334028720856,0,0.3333333432674408,0.32415902614593506,0.5,0.31736525893211365,0.426259309053421,0,0.008438819088041782,0.6088993549346924,0.20000000298023224,0,0.6666666269302368,0.9574467539787292,0.5333333611488342,0.6178174614906311,0.4551326334476471,0.6696832180023193,0
ontonotes_shimaoka_kenn_cross_vertical_bottom_up_adapter_bert_ms,0,hbhtd7vz,0.0,0.0,0.05882353335618973,0.518796980381012,0.2680628299713135,0.6413199305534363,0,0.8029196858406067,0.3349056541919708,0,0,0.0,0.6736940741539001,0.2117647081613541,0,0.02500000037252903,0.7534246444702148,0.032258063554763794,0.48630133271217346,0.7780678868293762,0.0555555559694767,0.6094750165939331,0.8219178318977356,0.6548672318458557,0,0.3333333432674408,0,0,0.1666666716337204,0.859375,0.6666666865348816,0.5970873832702637,0.9767932295799256,0.1818181872367859,0.8500000238418579,0.928333342075348,0,0.07407407462596893,0.7099179625511169,0.5887850522994995,0.6347709894180298,0.22047244012355804,0.699999988079071,0.3333333432674408,0.42352932691574097,0.016393441706895828,1.0,0.98893803358078,0,0.9166666865348816,0.9777777791023254,0.2929155230522156,0,0.1538461595773697,0.6451612710952759,0.6528497338294983,0,0.0,0.6838235259056091,0,0.5774058103561401,0.4818652868270874,0.875,23,0.6813709139823914,0.0,0.650943398475647,0.9676519632339478,0.4396727681159973,0.75,0.7235293984413147,0.804347813129425,0.835464596748352,0.796729326248169,0.0,0.0,0.8959844708442688,0.5941371917724609,0.8275246024131775,0.5169230699539185,0.984375,0.8608964681625366,0.669322669506073,0.1666666716337204,0.5653495788574219,0.20757825672626495,0.9491525292396544,1,0,0.8343894481658936,0,0.6545454263687134,0,0,0.8769574761390686,0.881147563457489,0.0,0.6666666865348816,0.5,0.3302752375602722,0.0,0.736842155456543,0.4516129195690155,0,0,0.41682496666908264,0.9227871894836426,0,0.47058823704719543,0.36734694242477417,0.699999988079071,0.8757864236831665,1.0,0.1320754736661911,0.5833333134651184,0,0,0.887499988079071,0.893343985080719,0.6456692814826965,0.0625,0.6311753988265991,0.9230769276618958,0.9365853667259216,0.7068965435028076,0.12340842187404633,0.7223548889160156,0,0.4888888895511627,0.2857142984867096,0.12121212482452393,0,0.46121084690093994,0.0,0,0.0,0.02985074743628502,0.5942028760910034,0.03703703731298447,0.44156765937805176,0,0.0,0.6542553305625916,0.3235294222831726,0,0.7228915691375732,0.9462365508079528,0.7741935849189758,0.5662533044815063,0.4002306759357453,0.7219511866569519,0
ontonotes_shimaoka_kenn_cross_vertical_hybrid_adapter_bert_ms,0,oplr3mz3,0.1600000113248825,0.0238095223903656,0.06451612710952759,0.49624061584472656,0.6984293460845947,0.7374461889266968,0,0.8260869383811951,0.5702479481697083,0,0,0.014925372786819937,0.7545281648635864,0.3541666567325592,0,0.29374998807907104,0.7808219194412231,0.17142857611179352,0.6865671873092651,0.8433141708374023,0.0555555559694767,0.6709346771240234,0.8082191944122314,0.7596153616905212,0,0.1296296268701553,0,0,0.0,0.8769230842590332,0.1527777761220932,0.826347291469574,0.9470553398132324,0.0,0.8836424946784973,0.9664429426193236,0,0.06666667014360428,0.7627365589141846,0.3496503531932831,0.7429212331771851,0.5786802172660828,0.699999988079071,0.3333333432674408,0.4147067964076996,0.09836065769195557,0.6666666865348816,0.984674334526062,0,0.8999999761581421,1.0,0.3758865296840668,0,0.0,0.5899999737739563,0.6943005323410034,0,0.021276595070958138,0.5221238732337952,0,0.5136187672615051,0.6113989353179932,0.875,18,0.7670998573303223,0.42105263471603394,0.5322580933570862,0.9639215469360352,0.5247524976730347,0.7083333134651184,0.8117647171020508,0.8586956262588501,0.7570332288742065,0.880398690700531,0.05882352963089943,0.2222222238779068,0.8124521374702454,0.7202202677726746,0.7113494277000427,0.7015384435653687,0.78125,0.8902627229690552,0.7625417709350586,0.0714285746216774,0.5632458329200745,0.44078946113586426,0.8351648449897766,1,0,0.8687734007835388,0,0.7272727489471436,0,0,0.75382000207901,0.868852436542511,0.09090909361839294,0.6263736486434937,0.5,0.4722222089767456,0.03883495181798935,0.4830917716026306,0.21875,0,0,0.7934179902076721,0.750633955001831,0,0.5,0.380952388048172,0.699999988079071,0.8574510216712952,1.0,0.5377358198165894,0.5833333134651184,0,0,0.862500011920929,0.9267899990081788,0.3604240417480469,0.07692307978868484,0.720712423324585,0.8461538553237915,0.9183111786842346,0.8793103694915771,0.32289156317710876,0.7916733026504517,0,0.7096774578094482,0.13333334028720856,0.111111119389534,0,0.525560736656189,0.5333333611488342,0,0.6666666865348816,0.2974683344364166,0.2266666740179062,0.30128204822540283,0.4635991156101227,0,0.4705882668495178,0.8189910650253296,0.550000011920929,0,0.6820809841156006,0.9473683834075928,0.2588235139846802,0.7140160202980042,0.5670126676559448,0.8061224222183228,0
