projector,precision/std,recall/std,f1/std
bbn_L2AWE_adapter_bert_ms,0.12221503232081779,0.09039873087960863,0.09647502084275214
bbn_classifier_adapter_bert_ms,0.1415444519137216,0.0807149174064578,0.08604519256759281
bbn_kenn_cross_adapter_bert_ms,0.12105188564780031,0.0903288939304869,0.08706577027876028
bbn_kenn_cross_vertical_bottom_up_adapter_bert_ms,0.15737766446942755,0.06923079302418508,0.06954288090045145
bbn_kenn_cross_vertical_hybrid_adapter_bert_ms,0.09912226865566376,0.08546237867980754,0.07986922860401989
bbn_kenn_cross_vertical_top_down_adapter_bert_ms,0.12755163529209015,0.0938476953041002,0.10016968567003522
bbn_kenn_vertical_bottom_up_adapter_bert_ms,0.16389917653620184,0.06622219141758717,0.07411522848406236
bbn_kenn_vertical_hybrid_adapter_bert_ms,0.16166486052289494,0.07484517625903764,0.08090887225262157
bbn_kenn_vertical_top_down_adapter_bert_ms,0.1562892721096801,0.07883923773046315,0.08694168643871561
classifier_adapter_bert_ms,0.0,0.0,0.0
ontonotes_shimaoka_L2AWE_adapter_bert_ms,0.12037319338959691,0.11694150465628861,0.10190319405485136
ontonotes_shimaoka_classifier_adapter_bert_ms,0.16726186150696715,0.14580120388099668,0.14495163469728184
ontonotes_shimaoka_kenn_cross_adapter_bert_ms,0.14411814505878628,0.13595085384309197,0.13650294147109185
ontonotes_shimaoka_kenn_cross_vertical_bottom_up_adapter_bert_ms,0.1771417974093335,0.12006592275739446,0.13252885553470328
ontonotes_shimaoka_kenn_cross_vertical_hybrid_adapter_bert_ms,0.2065851831759152,0.1451936780260191,0.15247073643106573
ontonotes_shimaoka_kenn_cross_vertical_top_down_adapter_bert_ms,0.14865043487873522,0.15071290670695459,0.145705292796599
ontonotes_shimaoka_kenn_vertical_bottom_up_adapter_bert_ms,0.19600823548905733,0.11942134437053531,0.11868011469473692
ontonotes_shimaoka_kenn_vertical_hybrid_adapter_bert_ms,0.1695329504597496,0.13697448621164718,0.1349986695562315
ontonotes_shimaoka_kenn_vertical_top_down_adapter_bert_ms,0.1468886054115678,0.15327281949915222,0.15282504932450452
