projector,precision/mean,recall/mean,f1/mean
bbn_L2AWE_adapter_bert_ms,0.3337237328539292,0.16348908452317118,0.21946412345426014
bbn_classifier_adapter_bert_ms,0.33816413782536986,0.2166179051032911,0.26407634511779504
bbn_kenn_cross_adapter_bert_ms,0.35192939269045986,0.2546174697640042,0.2954672657602106
bbn_kenn_cross_vertical_bottom_up_adapter_bert_ms,0.3633343525479237,0.2483051794519027,0.2950031738971335
bbn_kenn_cross_vertical_hybrid_adapter_bert_ms,0.3517161607245604,0.2647618638568868,0.30210655546155685
bbn_kenn_cross_vertical_top_down_adapter_bert_ms,0.3436868286381165,0.2716490243313213,0.3034511680882259
bbn_kenn_vertical_bottom_up_adapter_bert_ms,0.3434921670580903,0.21949404497941333,0.26783776779706353
bbn_kenn_vertical_hybrid_adapter_bert_ms,0.35759633041918276,0.2412549589170764,0.2881245796424593
bbn_kenn_vertical_top_down_adapter_bert_ms,0.3458992173771063,0.25239430667832496,0.29184000708783014
classifier_adapter_bert_ms,0.06704866123696168,0.043383182895680265,0.052680173118540265
figer_L2AWE_adapter_bert_ms,0.38026342997948326,0.19640604075354834,0.25902545050875525
figer_classifier_adapter_bert_ms,0.4416882763803005,0.3574960926749433,0.3951574607820511
figer_kenn_cross_adapter_bert_ms,0.4657910983761152,0.4068777802027762,0.4343458390635243
figer_kenn_cross_vertical_bottom_up_adapter_bert_ms,0.46695556397239363,0.37520714607089756,0.41608364372011175
figer_kenn_cross_vertical_hybrid_adapter_bert_ms,0.4585821172346672,0.4018542726834615,0.42834818551668596
figer_kenn_cross_vertical_top_down_adapter_bert_ms,0.44641532634695374,0.4262481251203766,0.4360986943143766
figer_kenn_vertical_bottom_up_adapter_bert_ms,0.4588679330547651,0.32828392571459214,0.3827443580791888
figer_kenn_vertical_hybrid_adapter_bert_ms,0.449728453780214,0.36242546598116554,0.4013846155521171
figer_kenn_vertical_top_down_adapter_bert_ms,0.42330659632881484,0.394455887110283,0.40837231434805116
