projector,precision/std,recall/std,f1/std
bbn_L2AWE_adapter_bert_ms,0.14188573390861445,0.06095325875924539,0.07017290885193705
bbn_classifier_adapter_bert_ms,0.09927079825156049,0.05885686389224293,0.06568041908572841
bbn_kenn_cross_adapter_bert_ms,0.11463937394050772,0.07222479562790597,0.06858677862752151
bbn_kenn_cross_vertical_bottom_up_adapter_bert_ms,0.11716492111276101,0.07043948801299046,0.0666427340392846
bbn_kenn_cross_vertical_hybrid_adapter_bert_ms,0.11492868406728003,0.06632627480007093,0.0724517175842813
bbn_kenn_cross_vertical_top_down_adapter_bert_ms,0.11691428479601769,0.07707140790980375,0.07767011405259219
bbn_kenn_vertical_bottom_up_adapter_bert_ms,0.11463861434428874,0.06558992416978791,0.07541560449307376
bbn_kenn_vertical_hybrid_adapter_bert_ms,0.11861152446568335,0.0721775406173364,0.07706300153659203
bbn_kenn_vertical_top_down_adapter_bert_ms,0.12640462972276975,0.07108588276001349,0.07483219028795905
classifier_adapter_bert_ms,0.0,0.0,0.0
figer_L2AWE_adapter_bert_ms,0.1313301908088989,0.09856538435342732,0.09933735368481518
figer_classifier_adapter_bert_ms,0.09560019905656614,0.08531951463792316,0.06899210133953058
figer_kenn_cross_adapter_bert_ms,0.08113481896042044,0.0882319234269179,0.0683730295177911
figer_kenn_cross_vertical_bottom_up_adapter_bert_ms,0.10540836984104184,0.0977317612987771,0.08049551720423415
figer_kenn_cross_vertical_hybrid_adapter_bert_ms,0.10142578266927171,0.09168925719195932,0.07381986162960551
figer_kenn_cross_vertical_top_down_adapter_bert_ms,0.0999827695373109,0.08250248329146673,0.06946824623512042
figer_kenn_vertical_bottom_up_adapter_bert_ms,0.13083582524911522,0.10213263451923978,0.08782646892556213
figer_kenn_vertical_hybrid_adapter_bert_ms,0.11624466060096761,0.10275522617422106,0.08527882016957856
figer_kenn_vertical_top_down_adapter_bert_ms,0.09931871553445698,0.08092911646135595,0.06711181575163254
