name,instance,run_id,test_SUBSTANCE/macro_types/precision,test_ORGANIZATION-CORPORATION/macro_types/recall,test_PLANT/macro_types/recall,test_ORGANIZATION/macro_types/f1,test_LOCATION-REGION/macro_types/f1,test_WORK_OF_ART-BOOK/macro_types/precision,test_ORGANIZATION-HOSPITAL/macro_types/precision,test_GPE-CITY/macro_types/f1,test_ORGANIZATION-GOVERNMENT/macro_types/recall,test_PRODUCT-VEHICLE/macro_types/f1,test_SUBSTANCE-CHEMICAL/macro_types/f1,test_ORGANIZATION-HOTEL/macro_types/recall,test_ANIMAL/macro_types/f1,test_CONTACT_INFO/macro_types/f1,test_LOCATION-RIVER/macro_types/f1,test_ORGANIZATION-RELIGIOUS/macro_types/f1,test_FACILITY-BUILDING/macro_types/precision,test_SUBSTANCE/macro_types/recall,test_WORK_OF_ART-BOOK/macro_types/f1,test_EVENT-HURRICANE/macro_types/precision,test_LOCATION-REGION/macro_types/precision,test/macro_types/precision,test_ORGANIZATION-EDUCATIONAL/macro_types/f1,test/micro/f1,test_SUBSTANCE/macro_types/f1,test_FACILITY/macro_types/precision,test_ORGANIZATION-POLITICAL/macro_types/f1,test_GAME/macro_types/recall,test_GPE/macro_types/precision,test_LOCATION-RIVER/macro_types/precision,test_ORGANIZATION-HOSPITAL/macro_types/f1,test_GAME/macro_types/precision,test_FACILITY-AIRPORT/macro_types/recall,test_WORK_OF_ART-SONG/macro_types/recall,test_FACILITY-BRIDGE/macro_types/precision,test/micro/precision,test_WORK_OF_ART-SONG/macro_types/f1,test_SUBSTANCE-FOOD/macro_types/recall,test_CONTACT_INFO-url/macro_types/recall,test_WORK_OF_ART-SONG/macro_types/precision,test_LOCATION-CONTINENT/macro_types/precision,test_DISEASE/macro_types/f1,test_LAW/macro_types/recall,test_ANIMAL/macro_types/precision,test_WORK_OF_ART-PLAY/macro_types/f1,test_ORGANIZATION-EDUCATIONAL/macro_types/precision,test_GPE-STATE_PROVINCE/macro_types/recall,test_LOCATION-LAKE_SEA_OCEAN/macro_types/f1,test_ORGANIZATION-MUSEUM/macro_types/recall,test_ORGANIZATION-CORPORATION/macro_types/f1,test_PRODUCT-WEAPON/macro_types/precision,test_FACILITY-BUILDING/macro_types/f1,test_GPE-STATE_PROVINCE/macro_types/f1,test_LOCATION-RIVER/macro_types/recall,test_WORK_OF_ART-PLAY/macro_types/recall,test_PRODUCT-WEAPON/macro_types/f1,test_CONTACT_INFO/macro_types/precision,test_ORGANIZATION/macro_types/precision,test_FACILITY-BUILDING/macro_types/recall,test/macro_types/f1,test_LAW/macro_types/precision,test_ORGANIZATION-HOSPITAL/macro_types/recall,test_ORGANIZATION-CORPORATION/macro_types/precision,test_PRODUCT-VEHICLE/macro_types/recall,test_SUBSTANCE-FOOD/macro_types/precision,test_SUBSTANCE-CHEMICAL/macro_types/precision,test_ORGANIZATION-POLITICAL/macro_types/precision,test_PRODUCT/macro_types/f1,test/macro_example/precision,test_PERSON/macro_types/precision,test_SUBSTANCE-FOOD/macro_types/f1,test_LOCATION-LAKE_SEA_OCEAN/macro_types/precision,test_ORGANIZATION-MUSEUM/macro_types/precision,test_PRODUCT/macro_types/recall,test_DISEASE/macro_types/precision,test_CONTACT_INFO-url/macro_types/f1,test_ORGANIZATION-GOVERNMENT/macro_types/f1,test_EVENT-WAR/macro_types/precision,epoch,test/macro_example/recall,test_PLANT/macro_types/f1,test_PERSON/macro_types/f1,test_FACILITY-AIRPORT/macro_types/f1,test_SUBSTANCE-DRUG/macro_types/recall,test_EVENT-HURRICANE/macro_types/recall,test_FACILITY-ATTRACTION/macro_types/f1,test_ANIMAL/macro_types/recall,test_PLANT/macro_types/precision,test_WORK_OF_ART-PLAY/macro_types/precision,test_FACILITY-HIGHWAY_STREET/macro_types/precision,test_GPE/macro_types/recall,test_LANGUAGE/macro_types/recall,test_CONTACT_INFO/macro_types/recall,test_FACILITY-ATTRACTION/macro_types/precision,test_FACILITY-HIGHWAY_STREET/macro_types/recall,test_GPE-CITY/macro_types/recall,test_LOCATION-REGION/macro_types/recall,test_CONTACT_INFO-url/macro_types/precision,test_FACILITY-ATTRACTION/macro_types/recall,test_ORGANIZATION-HOTEL/macro_types/precision,test_ORGANIZATION-GOVERNMENT/macro_types/precision,test_EVENT/macro_types/f1,test_EVENT-WAR/macro_types/f1,test_SUBSTANCE-CHEMICAL/macro_types/recall,test_GPE/macro_types/f1,test_FACILITY/macro_types/f1,test_WORK_OF_ART/macro_types/f1,test_GPE-COUNTRY/macro_types/f1,test_LOCATION/macro_types/recall,test_FACILITY-BRIDGE/macro_types/recall,test_PRODUCT-VEHICLE/macro_types/precision,test_FACILITY-HIGHWAY_STREET/macro_types/f1,test_ORGANIZATION-EDUCATIONAL/macro_types/recall,test/macro_example/f1,test_DISEASE/macro_types/recall,test_FACILITY/macro_types/recall,test_LANGUAGE/macro_types/precision,test_GPE-CITY/macro_types/precision,test_LOCATION/macro_types/precision,test_SUBSTANCE-DRUG/macro_types/precision,test_LOCATION-CONTINENT/macro_types/recall,test_ORGANIZATION-POLITICAL/macro_types/recall,test_ORGANIZATION-RELIGIOUS/macro_types/recall,test_LANGUAGE/macro_types/f1,test_LOCATION/macro_types/f1,test_PERSON/macro_types/recall,test_EVENT-HURRICANE/macro_types/f1,test/macro_types/recall,test_GAME/macro_types/f1,test_GPE-STATE_PROVINCE/macro_types/precision,test_PRODUCT-WEAPON/macro_types/recall,test_ORGANIZATION-MUSEUM/macro_types/f1,test_WORK_OF_ART/macro_types/recall,test_WORK_OF_ART/macro_types/precision,test_FACILITY-AIRPORT/macro_types/precision,test_EVENT-WAR/macro_types/recall,test_SUBSTANCE-DRUG/macro_types/f1,test_FACILITY-BRIDGE/macro_types/f1,test_EVENT/macro_types/recall,test_ORGANIZATION-RELIGIOUS/macro_types/precision,test_ORGANIZATION-HOTEL/macro_types/f1,threshold,test_PRODUCT/macro_types/precision,test_ORGANIZATION/macro_types/recall,test_GPE-COUNTRY/macro_types/precision,test_LOCATION-CONTINENT/macro_types/f1,test_WORK_OF_ART-BOOK/macro_types/recall,test_LOCATION-LAKE_SEA_OCEAN/macro_types/recall,test/micro/recall,test_LAW/macro_types/f1,test_EVENT/macro_types/precision,test_GPE-COUNTRY/macro_types/recall
classifier_adapter_bert_ms,0,x6zh0kxr,0.3971397280693054,0.007381776347756386,0.0,0.4735627472400666,0.014814816415309906,0.0,0.0,0.005054759792983532,0.0,0.0,0.0,0.5,0.11650486290454865,0,0.0,0.0,0,0.557959794998169,0.0,0.3333333432674408,0.5,0.14139452576637268,0.0,0.20633718371391296,0.4640102982521057,0,0.14814814925193787,0.0,0.32303372025489807,0.0,0.0,0.0,0,0.0,0,0.27410146594047546,0.0,0.06470588594675064,0,0.0,0.07692307978868484,0.3939393758773804,0.2602739632129669,0.5454545617103577,0.0,0.0,0.0,0.0,0,0.01457858644425869,0.0,0,0.0,0.0,0.0,0.0,0,0.535876452922821,0,0.113479383289814,0.1310344785451889,0,0.581818163394928,0.0,0.6111111044883728,0.0,0.75,0.1832884252071381,0.2730720639228821,0.5,0.11702127754688264,0.0,0,0.17616580426692963,0.6190476417541504,0,0.0,0.0,33,0.1528058797121048,0.0,0.0006975933210924268,0,0.0,0.75,0,0.06521739065647125,0.0,0.0,0,0.15415549278259277,0.07692307978868484,0,0,0,0.0025575447361916304,0.007518797181546688,0,0,0.1666666716337204,0.0,0.0536082498729229,0.0,0.0,0.2087114304304123,0,0.07344332337379456,0.0,0.5,0,0.0,0,0.0,0.19595764577388763,0.2888889014720917,0,0.0476190485060215,0.2142857164144516,0.048164233565330505,0.0,0.015625,0.08219178020954132,0.0,0.05882352963089943,0.08786460012197495,0.0003490401431918144,0.4615384340286255,0.09476932883262634,0.0,0.0,0.0,0,0.3575129508972168,0.040925268083810806,0,0.0,0.0,0,0.16249999403953552,0.0,0.25,0.5,0.1910112351179123,0.42423152923583984,0.0,0.025974025949835777,0.0,0.0,0.165437251329422,0.17431192100048065,0.032098766416311264,0.0
classifier_adapter_bert_ms,0,626emmte,0.5317919254302979,0.0,0.0,0.6449452042579651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.1421947479248047,0.0,0.0,0.0,0.05193385481834411,0.0,0.2643949091434479,0.22439025342464447,0,0.0,0.0,0.4883227050304413,0.0,0.0,0.0,0,0.0,0,0.3501920700073242,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.7407321333885193,0,0.046564869582653046,0.0,0,0.0,0.0,0.0,0.0,0.0,0.01793721877038479,0.349056601524353,0.5,0.0,0.0,0,0.020725388079881668,0.0,0,0.0,0.0,43,0.1865738034248352,0.0,0.0013942139921709895,0,0.0,0.0,0,0.0,0.0,0.0,0,0.41108131408691406,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.06976743787527084,0.0,0.0,0.4463852345943451,0,0.09633027762174606,0.0,0.5450819730758667,0,0.0,0,0.0,0.24317072331905365,0.0,0,0.0,0.0,0.037161219865083694,0.0,0.0,0.0,0.0,0.0,0.0695788636803627,0.0006980802863836288,0.0,0.042201973497867584,0.0,0.0,0.0,0,0.21761657297611237,0.06185567006468773,0,0.0,0.0,0,0.07500000298023224,0.0,0.0,0.5,0.015810277312994003,0.5710947513580322,0.0,0.0,0.0,0.0,0.21236532926559448,0.0,0.06521739065647125,0.0
classifier_adapter_bert_ms,0,egehlml0,0.24855907261371613,0.0013840830652043223,0.0,0.4119575619697571,0.0,0.0,0.0,0.0,0.005121638998389244,0.1621621698141098,0.0,0.10000000149011612,0.0,0,0.0,0.0,0,0.5332303047180176,0.0,0.5454545617103577,0.0,0.15327997505664823,0.0,0.19756746292114255,0.3390663266181946,0,0.09433962404727936,0.0,0.4310953915119171,0.0,0.0,0.0,0,0.0,0,0.2623332738876343,0.0,0.0941176488995552,0,0.0,0.20000000298023224,0.0,0.08219178020954132,0.0,0.0,0.0,0.003076923079788685,0.0,0,0.002764339791610837,0.0,0,0.0061349691823124886,0.0,0.0,0.0,0,0.44435200095176697,0,0.1017950475215912,0.0416666679084301,0,1.0,0.11320754885673524,0.8888888955116272,0.0,0.1515151560306549,0.22271715104579928,0.2615191340446472,0.0,0.1702127754688263,0.0,0,0.2590673565864563,0.0,0,0.010191083885729311,0.0,26,0.1463681310415268,0.0,0.0,0,0.0,0.75,0,0.0,0.0,0.0,0,0.21805183589458463,0.0,0,0,0,0.0,0.0,0,0,0.5,1.0,0.14012739062309265,0.0,0.0,0.2896142601966858,0,0.13124999403953552,0.0,0.3811475336551666,0,0.2857142984867096,0,0.0,0.1876894235610962,0.0,0,0.0,0.0,0.05146652087569237,0.0,0.015625,0.06849315017461777,0.0,0.0,0.09068746864795683,0.0,0.6315789818763733,0.07620027661323547,0.0,1.0,0.0,0,0.43523314595222473,0.07727690786123276,0,0.0,0.0,0,0.13750000298023224,0.0,0.1666666567325592,0.5,0.1953125,0.3839654922485352,0.0,0.028985507786273956,0.0,0.0,0.1584489941596985,0.055299535393714905,0.1428571492433548,0.0
ontonotes_shimaoka_classifier_adapter_bert_ms,0,vmclhwb6,0.9166666865348816,0.2549019753932953,0.6666666865348816,0.8334041237831116,0.5098038911819458,0.0,0.1111111119389534,0.8065605759620667,0.612035870552063,0.0363636389374733,0.0,0.699999988079071,0.7346938848495483,0,0.0,0.111111119389534,0,0.9180834889411926,0.0,0.30434781312942505,0.7323943376541138,0.39690983295440674,0.5066666603088379,0.6322042942047119,0.917374551296234,0,0.7968750596046448,0.0,0.9692307710647584,0.0,0.19999998807907104,0.0,0,0.0,0,0.7086296081542969,0.0,0.7882353067398071,0,0.0,0.7384615540504456,0.9473683834075928,0.6712328791618347,0.692307710647583,0.0,0.4000000059604645,0.5476922988891602,0.0,0,0.4051329493522644,0.014285714365541937,0,0.7021695971488953,0.0,0.0,0.027397260069847107,0,0.7901095151901245,0,0.41388052701950073,0.7903226017951965,1,0.9866071343421936,0.01886792480945587,0.8271604776382446,0.0,0.9272727370262146,0.4658385217189789,0.6584473252296448,0.8528826832771301,0.8072289228439331,0.0,0,0.3886010348796845,0.8999999761581421,0,0.710780680179596,0.2075471729040146,24,0.5297594666481018,0.444444477558136,0.2547505795955658,0,0.8620689511299133,0.875,0,0.782608687877655,0.3333333432674408,0.0,0,0.7600536346435547,0.4615384638309479,0,0,0,0.7127024531364441,0.3909774422645569,0,0,0.21212121844291687,0.847517728805542,0.4337349832057953,0.34375,0.0,0.8519909977912903,0,0.34206897020339966,0.7784430980682373,0.8770492076873779,0,0.5,0,0.6909090876579285,0.5871346592903137,1.0,0,0.8571428656578064,0.9288889169692992,0.3302469253540039,0.3759398460388184,0.75,0.698630154132843,0.3333333432674408,0.5999999642372131,0.4798206686973572,0.14973822236061096,0.4516129195690155,0.4323672950267792,0.0,0.9780219793319702,0.3333333432674408,0,0.6424870491027832,0.23308271169662476,0,1.0,0.5235602259635925,0,0.8999999761581421,0.06666667014360428,0.325581431388855,0.5,0.5813953280448914,0.8817185163497925,0.9639830589294434,0.7441861033439636,0.0,0.0,0.5706590414047241,0.7259259223937988,0.2857142984867096,0.6527976989746094
ontonotes_shimaoka_classifier_adapter_bert_ms,0,xxw38doz,0.9493243098258972,0.2761245667934418,0.75,0.8404470682144165,0.2151898741722107,0.0,0.1538461595773697,0.7996280789375305,0.5083226561546326,0.17283950746059418,0.0,0.699999988079071,0.5,0,0.007812500931322575,0.20000000298023224,0,0.8686244487762451,0.0,0.4375,0.6800000071525574,0.3931047320365906,0.4551724195480346,0.6761267185211182,0.9071831703186036,0,0.774193525314331,0.04918032884597778,0.977562129497528,0.004149377811700106,0.2666666805744171,0.75,0,0.0,0,0.757634162902832,0.0,0.7882353067398071,0,0.0,0.40833333134651184,0.9462365508079528,0.7945205569267273,0.692307710647583,0.0,0.36666667461395264,0.6246153712272644,0.0,0,0.43205198645591736,0.05263157933950424,0,0.7574626803398132,0.06666667014360428,0.0,0.09090908616781236,0,0.8232758641242981,0,0.4127576351165771,0.6236559152603149,1,0.9925373196601868,0.1320754736661911,0.7882353067398071,0.0,0.9411764740943908,0.3985374867916107,0.7270089387893677,0.9422253966331482,0.7882353067398071,0.0,0,0.5647668242454529,0.9166666865348816,0,0.6583748459815979,0.5555555820465088,20,0.5987124443054199,0.378947377204895,0.6191703677177429,0,0.8620689511299133,0.875,0,0.3913043439388275,0.2535211145877838,0.0,0,0.720285952091217,0.3846153914928436,0,0,0,0.7331628203392029,0.12781955301761627,0,0,0.1489361673593521,0.9341176748275756,0.699999988079071,0.6896551847457886,0.0,0.829431414604187,0,0.34360188245773315,0.8928024768829346,0.8442623019218445,0,0.25,0,0.6000000238418579,0.6566527485847473,0.9777777791023254,0,0.2777777910232544,0.8793455958366394,0.34974533319473267,0.15060241520404816,0.765625,0.6575342416763306,0.3333333432674408,0.32258063554763794,0.4945978224277496,0.46108201146125793,0.5833333134651184,0.4344790279865265,0.0923076942563057,0.9620853066444396,0.3333333432674408,0,0.7512953281402588,0.2227342575788498,0,0.9090909361839294,0.25641024112701416,0,0.875,0.1428571492433548,0.2456140369176865,0.5,0.30790960788726807,0.8583498001098633,0.9573070406913756,0.532608687877655,0.0,0.0,0.6104532480239868,0.6987951993942261,0.5833333134651184,0.8364418745040894
ontonotes_shimaoka_classifier_adapter_bert_ms,0,sycdthm3,0.9331103563308716,0.20968857407569885,0.6666666865348816,0.8557178378105164,0.3854166865348816,0.0,0.02500000037252903,0.8144230842590332,0.08066581189632416,0.35820895433425903,0.0,0.699999988079071,0.8172042965888977,0,0.10989011079072952,0.444444477558136,0,0.8624420166015625,0.0,0.4000000059604645,0.6271186470985413,0.4188569188117981,0.3228699564933777,0.6014286279678345,0.8963855504989624,0,0.49740931391716,0.016393441706895828,0.9616056084632874,0.06578947603702545,0.04878048971295357,0.5,0,0.0555555559694767,0,0.6930480003356934,0.09090909361839294,0.8647058606147766,0,0.25,0.8695651888847351,0.9166666269302368,0.8082191944122314,0.8085106611251831,0.0,0.2142857164144516,0.6338461637496948,0.0,0,0.34569308161735535,0.0,0,0.7587476968765259,0.3333333432674408,0.0,0.0,0,0.8480141162872314,0,0.4261828362941742,0.5784313678741455,1,0.9837662577629088,0.2264150977134705,0.7101449370384216,0.0,0.4000000059604645,0.41999998688697815,0.666774570941925,0.9112021923065186,0.7798408269882202,0.0,0,0.5440414547920227,0.8627451062202454,0,0.14788731932640076,0.5789473652839661,19,0.5068426132202148,0.3855421841144562,0.370864599943161,0,0.8965517282485962,0.75,0,0.8260869383811951,0.2711864411830902,0.0,0,0.49240392446517944,0.3846153914928436,0,0,0,0.7220801115036011,0.27819550037384033,0,0,0.17073170840740204,0.8873239159584045,0.6806282997131348,0.7333333492279053,0.0,0.6513002514839172,0,0.19466832280158997,0.9152288436889648,0.8770492076873779,0,0.8571428656578064,0,0.6545454263687134,0.5759114027023315,0.9777777791023254,0,0.8333333134651184,0.9338478446006776,0.4022556245326996,0.1933085471391678,0.9375,0.6575342416763306,0.3333333432674408,0.5263158082962036,0.5515463948249817,0.23280976712703705,0.5217391848564148,0.4337695837020874,0.0317460298538208,0.9449541568756104,0.0,0,0.8134714961051941,0.11056338250637054,0,1.0,0.3180428147315979,0,0.8125,0.6666666865348816,0.2745097875595093,0.5,0.34201955795288086,0.863562822341919,0.9591194987297058,0.9022555947303772,0.0,0.0,0.5312045216560364,0.6742857098579407,0.5855855941772461,0.8751793503761292
ontonotes_shimaoka_kenn_cross_vertical_hybrid_adapter_bert_ms,0,8utvhx8f,0.9235668778419496,0.300807386636734,0.6666666865348816,0.8717716932296753,0.6550522446632385,0.0,0.0625,0.8279773592948914,0.7426376342773438,0.055045876652002335,0.044280439615249634,0.699999988079071,0.6545454263687134,0,0.0,0.11764706671237946,0,0.8964451551437378,0.0,0.5,0.6103895902633667,0.407170832157135,0.4624277651309967,0.6590116024017334,0.9098039269447328,0,0.8029196858406067,0.04918032884597778,0.9868173003196716,0.0,0.11764705926179886,0.6000000238418579,0,0.0555555559694767,0,0.7109550833702087,0.06451612710952759,0.8058823347091675,0,0.07692307978868484,0.5887850522994995,0.918367326259613,0.7397260069847107,0.5625,0.0,0.33898305892944336,0.6246153712272644,0.13793103396892548,0,0.4598836302757263,0.0,0,0.7135325074195862,0.0,0.0,0.0,0,0.8758845925331116,0,0.4312255382537842,0.701298713684082,1,0.976047933101654,0.028301887214183807,0.7365591526031494,0.054054055362939835,0.859375,0.48175185918807983,0.6774637699127197,0.7808823585510254,0.7696629166603088,0.1111111119389534,0,0.34196892380714417,0.849056601524353,0,0.7733333110809326,0.1803278625011444,27,0.5907765626907349,0.29906541109085083,0.5027219653129578,0,0.8620689511299133,0.875,0,0.782608687877655,0.1927710771560669,0.0,0,0.7024128437042236,0.5384615659713745,0,0,0,0.7468030452728271,0.7067669034004211,0,0,0.17073170840740204,0.806675910949707,0.47491633892059326,0.3055555522441864,0.03750000149011612,0.820673406124115,0,0.3412587344646454,0.823723316192627,0.881147563457489,0,1.0,0,0.7272727489471436,0.6311575174331665,1.0,0,0.875,0.9289501309394836,0.2855245769023895,0.2590673565864563,0.984375,0.7534246444702148,0.3333333432674408,0.6666666865348816,0.43129393458366394,0.37068063020706177,0.6363636255264282,0.4583008885383606,0.09090909361839294,0.8319672346115112,0.0,0,0.6321243643760681,0.2337164729833603,0,1.0,0.3984063863754273,0,0.887499988079071,0.0714285746216774,0.2745097875595093,0.5,0.8148148059844971,0.8676972985267639,0.967117965221405,0.736842155456543,0.0,0.1818181872367859,0.6141415238380432,0.7199999690055847,0.32420089840888977,0.7173601388931274
ontonotes_shimaoka_kenn_cross_vertical_top_down_adapter_bert_ms,0,7spownoo,0.9473684430122375,0.366782009601593,0.6666666865348816,0.878985583782196,0.6480836272239685,0.0,0.0625,0.8479222059249878,0.7323943376541138,0.09677419811487198,0.0446096695959568,0.699999988079071,0.6761904954910278,0,0.005698005668818951,0.0714285746216774,0,0.8902627229690552,0.0,0.057851240038871765,0.6038960814476013,0.3809600472450256,0.4347825944423675,0.6517029404640198,0.9179282188415528,0,0.7605633735656738,0.016393441706895828,0.9935158491134644,0.0028901733458042145,0.11764705926179886,0.3333333432674408,0,0.0555555559694767,0,0.6993769407272339,0.05714285746216774,0.8588235378265381,0,0.05882352963089943,0.6428571343421936,0.9375,0.767123281955719,0.6016949415206909,0.0,0.3100775182247162,0.63692307472229,0.10526315122842787,0,0.5327525734901428,0.007246376946568489,0,0.7175043225288391,0.20000000298023224,0.0,0.014184397645294666,0,0.8990601301193237,0,0.42062175273895264,0.7088607549667358,1,0.9730722308158876,0.056603774428367615,0.640350878238678,0.05504587292671203,0.782608687877655,0.48888885974884033,0.6564363837242126,0.740306556224823,0.7336683869361877,0.07407407462596893,0,0.34196892380714417,0.8823529481887817,0,0.7641950845718384,0.14473684132099152,25,0.5774961113929749,0.3298969268798828,0.4131856858730316,0,0.8965517282485962,0.875,0,0.77173912525177,0.21917808055877688,0.0,0,0.6161751747131348,0.4615384638309479,0,0,0,0.8175618052482605,0.6992481350898743,0,0,0.1428571492433548,0.7988826632499695,0.6293103694915771,0.2528735399246216,0.03750000149011612,0.7606177926063538,0,0.4661354720592499,0.8403225541114807,0.8893442749977112,0,0.3333333432674408,0,0.7272727489471436,0.6144411563873291,1.0,0,0.8571428656578064,0.8806244134902954,0.36717426776885986,0.24644549190998075,0.984375,0.7397260069847107,0.3333333432674408,0.5999999642372131,0.5197604894638062,0.2865619659423828,0.10852712392807008,0.4695015251636505,0.03124999813735485,0.8214285969734192,0.3333333432674408,0,0.606217622756958,0.3786407709121704,0,1.0,0.3866170644760132,0,0.912500023841858,0.03999999910593033,0.23728814721107483,0.5,0.8571428656578064,0.8597878813743591,0.959484338760376,0.7777777910232544,0.0,0.1818181872367859,0.6101135611534119,0.7368420958518982,0.4802631437778473,0.7474892139434814
ontonotes_shimaoka_kenn_cross_vertical_bottom_up_adapter_bert_ms,0,ug5ml93j,0.903030276298523,0.3012687563896179,0.6666666865348816,0.8441221714019775,0.5923076868057251,0.0,0.1111111119389534,0.8152804970741272,0.6760563254356384,0.055045876652002335,0.008163265883922577,0.699999988079071,0.7253886461257935,0,0.0,0.1818181872367859,0,0.9211746454238892,0.0,0.699999988079071,0.6062992215156555,0.40651288628578186,0.5031446814537048,0.6464735865592957,0.9120122790336608,0,0.800000011920929,0.0,0.975211262702942,0.0,0.19999998807907104,0.0,0,0.0555555559694767,0,0.6976391077041626,0.07407407462596893,0.8058823347091675,0,0.1111111119389534,0.6494845151901245,0.9473683834075928,0.6712328791618347,0.6930692791938782,0.0,0.3846153914928436,0.6000000238418579,0.1538461595773697,0,0.46042656898498535,0.0,0,0.7208872437477112,0.0,0.0,0.0,0,0.8118877410888672,0,0.42568227648735046,0.8032786846160889,1,0.9760836958885192,0.028301887214183807,0.7919074892997742,0.0117647061124444,0.9122806787490844,0.4597014784812927,0.6574081182479858,0.732298731803894,0.7988338470458984,0.13333334028720856,0,0.39896371960639954,0.8999999761581421,0,0.7542856931686401,0.26829269528388977,26,0.5689529180526733,0.3265306055545807,0.3875769972801209,0,0.8620689511299133,0.875,0,0.760869562625885,0.21621622145175937,0.0,0,0.7734584212303162,0.4615384638309479,0,0,0,0.7186700701713562,0.5789473652839661,0,0,0.2800000011920929,0.8529887199401855,0.3840000033378601,0.42307695746421814,0.0062500000931322575,0.8626962304115295,0,0.3141762316226959,0.7613241076469421,0.8893442749977112,0,1.0,0,0.7272727489471436,0.6099904179573059,1.0,0,0.8571428656578064,0.9418994188308716,0.23085106909275055,0.2604166567325592,0.984375,0.7123287916183472,0.3333333432674408,0.5999999642372131,0.36655405163764954,0.2635253071784973,0.7777777910232544,0.4467490017414093,0.0,0.9027777910232544,0.0,0,0.6373056769371033,0.20847457647323608,0,1.0,0.3999999761581421,0,0.8999999761581421,0.125,0.3999999761581421,0.5,0.5422534942626953,0.8790221214294434,0.9689579010009766,0.782608687877655,0.0,0.1818181872367859,0.6023002862930298,0.7313432693481445,0.24406780302524567,0.6269727349281311
ontonotes_shimaoka_kenn_cross_vertical_hybrid_adapter_bert_ms,0,m9gc715m,0.9425287246704102,0.4096885919570923,0.6666666865348816,0.8687890768051147,0.2666666805744171,0.016129031777381897,0.10000000149011612,0.8019538521766663,0.5838668346405029,0.3655914068222046,0.0,0.699999988079071,0.636363685131073,0,0.005319149233400822,0.14814814925193787,0,0.8871715664863586,0.025316456332802773,0.7777777910232544,0.5106382966041565,0.39277154207229614,0.449438214302063,0.7129115462303162,0.9140127897262572,0,0.8031496405601501,0.09836065769195557,0.9820597767829896,0.002770083025097847,0.1818181872367859,0.75,0,0.0555555559694767,0,0.7701492309570312,0.0833333358168602,0.8999999761581421,0,0.1666666716337204,0.3703703582286834,0.936170220375061,0.8219178318977356,0.6666666865348816,0.0,0.3252032399177551,0.6399999856948853,0.12121212482452393,0,0.5774670839309692,0.03999999910593033,0,0.7689464092254639,0.06666667014360428,0.0,0.0714285746216774,0,0.8899151682853699,0,0.426309198141098,0.4225352108478546,1,0.9779735803604126,0.3207547068595886,0.6071428656578064,0.0,0.9444444179534912,0.4848484694957733,0.744911789894104,0.920903980731964,0.7251185178756714,0.09090909361839294,0,0.5388600826263428,0.8979591727256775,0,0.7015383839607239,0.5555555820465088,23,0.6623612642288208,0.36781609058380127,0.7452203035354614,0,0.8965517282485962,0.875,0,0.6086956262588501,0.2539682686328888,0.0,0,0.6604110598564148,0.3846153914928436,0,0,0,0.7698209881782532,0.18045112490653992,0,0,0.10606060922145844,0.8786126971244812,0.725490152835846,0.6896551847457886,0.0,0.7897408604621887,0,0.427215188741684,0.9188384413719176,0.8565573692321777,0,0.42500001192092896,0,0.7272727489471436,0.7012153267860413,0.9777777791023254,0,0.18518517911434176,0.8368859887123108,0.31908395886421204,0.13903743028640747,0.78125,0.698630154132843,0.3333333432674408,0.25,0.4649610817432403,0.6258289813995361,0.8235294222831726,0.4661089181900024,0.17391304671764374,0.9629629850387572,0.3333333432674408,0,0.6994818449020386,0.30751708149909973,0,0.9090909361839294,0.24074071645736697,0,0.925000011920929,0.095238097012043,0.18421053886413577,0.5,0.4406779706478119,0.8486428260803223,0.9551083445549012,0.5025125741958618,0.05882352963089943,0.1818181872367859,0.6635931134223938,0.5581395626068115,0.5967742204666138,0.8852223753929138
