,Type,precision,recall,f1-score,sourcedataset
0,/location/celestial,0.0,0.0,-1.0,bbn
1,/organization/military,0.0,0.0,-1.0,bbn
2,/location/country,0.6722972989082336,0.8024193644523621,0.7316176295280457,bbn
3,/other/product/car,0.0,0.0,-1.0,bbn
4,/location/geography/island,0.0,0.0,-1.0,bbn
5,/other/internet,0.0,0.0,-1.0,bbn
6,/person/artist/music,0.0,0.0,-1.0,bbn
7,/organization/political_party,0.1666666716337204,1.0,0.2857142984867096,bbn
8,/other/art/film,0.0,0.0,-1.0,bbn
9,/other/event/natural_disaster,0.0,0.0,-1.0,bbn
10,/other/event,0.0701298713684082,0.4954128563404083,0.1228668987751007,bbn
11,/other/event/violent_conflict,0.1346153914928436,0.4117647111415863,0.2028985619544983,bbn
12,/location/park,0.0,0.0,-1.0,bbn
13,/location/structure,0.695652186870575,0.1103448271751403,0.1904761791229248,bbn
14,/location/structure/theater,0.0,0.0,-1.0,bbn
15,/location,0.4516971409320831,0.5088235139846802,0.4785615503787994,bbn
16,/organization/company,0.7034739255905151,0.5526315569877625,0.6189956068992615,bbn
17,/other/art/writing,0.1906779706478119,0.5113636255264282,0.277777761220932,bbn
18,/location/geography/body_of_water,1.0,0.5714285969734192,0.7272727489471436,bbn
19,/other/language,0.0,0.0,-1.0,bbn
20,/other/art/stage,0.0,0.0,-1.0,bbn
21,/person/title,0.0,0.0,-1.0,bbn
22,/other/product/software,0.0,0.0,-1.0,bbn
23,/organization/sports_team,0.0,0.0,-1.0,bbn
24,/other/art/broadcast,0.0,0.0,-1.0,bbn
25,/location/transit,0.0,0.0,-1.0,bbn
26,/organization/stock_exchange,0.0,0.0,-1.0,bbn
27,/location/transit/road,1.0,0.5714285969734192,0.7272727489471436,bbn
28,/other/health/malady,0.0,0.0,-1.0,bbn
29,/location/transit/bridge,0.0,0.0,-1.0,bbn
30,/person/political_figure,0.0,0.0,-1.0,bbn
31,/organization/sports_league,0.0,0.0,-1.0,bbn
32,/location/structure/airport,1.0,1.0,1.0,bbn
33,/person,0.2734846174716949,0.8424778580665588,0.4129255712032318,bbn
34,/organization/company/news,0.0,0.0,-1.0,bbn
35,/person/artist/actor,0.0,0.0,-1.0,bbn
36,/person/artist/director,0.0,0.0,-1.0,bbn
37,/location/structure/sports_facility,0.0,0.0,-1.0,bbn
38,/location/geography/mountain,0.0,0.0,-1.0,bbn
39,/other/legal,0.4912280738353729,0.1040892228484153,0.1717791557312011,bbn
40,/person/artist,0.0,0.0,-1.0,bbn
41,/location/city,0.6813559532165527,0.8104838728904724,0.7403315305709839,bbn
42,/organization,0.4334600865840912,0.7286931872367859,0.543576180934906,bbn
43,/location/transit/railway,0.0,0.0,-1.0,bbn
44,/organization/education,0.0588235296308994,0.4000000059604645,0.1025641039013862,bbn
45,/person/religious_leader,0.0,0.0,-1.0,bbn
46,/other/event/protest,0.0,0.0,-1.0,bbn
47,/other/product/mobile_phone,0.0,0.0,-1.0,bbn
48,/other/art,0.1149289086461067,0.7348484992980957,0.1987704932689666,bbn
49,/organization/government,0.4299065470695495,0.3786008358001709,0.4026258587837219,bbn
50,/organization/music,0.0,0.0,-1.0,bbn
51,/location/structure/restaurant,0.0,0.0,-1.0,bbn
52,/other/health/treatment,0.2592592537403106,0.5384615659713745,0.3499999940395355,bbn
53,/person/military,0.0,0.0,-1.0,bbn
54,/other/product/computer,0.0,0.0,-1.0,bbn
55,/location/structure/hospital,0.0,0.0,-1.0,bbn
56,/other/award,0.0,0.0,-1.0,bbn
57,/other/event/sports_event,0.0,0.0,-1.0,bbn
58,/other/currency,0.0,0.0,-1.0,bbn
59,/organization/transit,0.0,0.0,-1.0,bbn
60,/person/artist/author,0.0,0.0,-1.0,bbn
61,/person/legal,0.0,0.0,-1.0,bbn
62,/other/living_thing,0.4933333396911621,0.7115384340286255,0.5826771855354309,bbn
63,/other/food,0.289473682641983,0.2682926952838897,0.2784810066223144,bbn
64,/person/doctor,0.0,0.0,-1.0,bbn
65,/location/structure/hotel,0.0,0.0,-1.0,bbn
66,/other/living_thing/animal,1.0,0.125,0.2222222238779068,bbn
67,/person/coach,0.0,0.0,-1.0,bbn
68,/other/language/programming_language,0.0,0.0,-1.0,bbn
69,/other/religion,0.0,0.0,-1.0,bbn
70,/other/product,0.4588235318660736,0.1529411822557449,0.2294117510318756,bbn
71,/location/geography,0.0,0.0,-1.0,bbn
72,/other/art/music,0.0,0.0,-1.0,bbn
73,/other/product/weapon,0.75,0.4285714328289032,0.5454545021057129,bbn
74,/other/event/election,0.0,0.0,-1.0,bbn
75,/other/body_part,0.0,0.0,-1.0,bbn
76,/other/scientific,0.0,0.0,-1.0,bbn
77,/organization/company/broadcast,0.0,0.0,-1.0,bbn
78,/person/athlete,0.0,0.0,-1.0,bbn
