projector,precision/std,recall/std,f1/std
bbn_L2AWE_adapter_bert_ms,0.10502635752517575,0.06524225734563195,0.0767921231326135
bbn_classifier_adapter_bert_ms,0.09680645808350116,0.08133482528017212,0.08077258907966307
bbn_kenn_cross_adapter_bert_ms,0.09810706547639254,0.0906430697635325,0.0810255302380809
bbn_kenn_cross_vertical_bottom_up_adapter_bert_ms,0.14789763976031814,0.07267898080598581,0.08424920490464079
bbn_kenn_cross_vertical_hybrid_adapter_bert_ms,0.09810943940914109,0.07443442314199382,0.07531422557748109
bbn_kenn_cross_vertical_top_down_adapter_bert_ms,0.12712998450392382,0.08697669676358528,0.08039289092329494
bbn_kenn_vertical_bottom_up_adapter_bert_ms,0.13136083872381538,0.07349903001229287,0.08322486040284113
bbn_kenn_vertical_hybrid_adapter_bert_ms,0.10616959759050658,0.07197090307208735,0.07367067996761568
bbn_kenn_vertical_top_down_adapter_bert_ms,0.10765087024537166,0.09334188480249665,0.0849228031149143
classifier_adapter_bert_ms,0.0,0.0,0.0
ontonotes_shimaoka_L2AWE_adapter_bert_ms,0.11987864963646812,0.09095274790064271,0.09259987810971489
ontonotes_shimaoka_classifier_adapter_bert_ms,0.11389444062329232,0.0656279110101867,0.09026153828265746
ontonotes_shimaoka_kenn_cross_adapter_bert_ms,0.10189168642449398,0.08403895104489846,0.08942513257986852
ontonotes_shimaoka_kenn_cross_vertical_bottom_up_adapter_bert_ms,0.07528150589161063,0.08907434260903933,0.0874379830435698
ontonotes_shimaoka_kenn_cross_vertical_hybrid_adapter_bert_ms,0.0994945613360146,0.08823877366689468,0.08914365642473839
ontonotes_shimaoka_kenn_cross_vertical_top_down_adapter_bert_ms,0.0964835405429096,0.08222184575369602,0.08310855651022821
ontonotes_shimaoka_kenn_vertical_bottom_up_adapter_bert_ms,0.12619616131626205,0.06934528406017375,0.08762530735230213
ontonotes_shimaoka_kenn_vertical_hybrid_adapter_bert_ms,0.12245471634431326,0.09143908336336415,0.09024614975808865
ontonotes_shimaoka_kenn_vertical_top_down_adapter_bert_ms,0.11562363567454026,0.10497113985052635,0.09589593256190505
